Customer_ID,Employee_ID,Street_ID,Order_Date,Delivery_Date,Order_ID,Order_Type,Product_ID,Quantity,Total_Retail_Price,CostPrice_Per_Unit,Discount
14703,99999999,4750100002,19NOV2007,22NOV2007,1231773634,2,220101400018,2,$45.60,$10.45,
71,121025,9260124130,20NOV2007,20NOV2007,1231780610,1,240100400080,1,$219.90,$109.90,
5,99999999,9260114570,01DEC2007,03DEC2007,1231842118,2,240700300002,2,$43.98,$7.25,
45,121060,9260104847,04DEC2007,04DEC2007,1231858937,1,220200300079,2,$128.60,$28.65,
70187,99999999,2600100035,05DEC2007,10DEC2007,1231861295,2,240200100154,2,$53.20,$11.95,
71,121043,9260124130,10DEC2007,10DEC2007,1231891098,1,220101400091,2,$65.60,$15.00,
88,120733,9260100179,11DEC2007,11DEC2007,1231896710,1,230100500087,1,$93.80,$39.05,
183,120127,1600100760,12DEC2007,12DEC2007,1231898348,1,220101400289,4,$240.80,$27.40,
215,120132,1600102721,14DEC2007,14DEC2007,1231908237,1,240200100180,2,$243.20,$62.90,
17,121020,9260123306,17DEC2007,17DEC2007,1231928627,1,240100400070,1,$175.90,$127.95,
111,120127,1600102072,18DEC2007,18DEC2007,1231930216,1,220100300008,4,$342.80,$34.35,
111,120127,1600102072,19DEC2007,19DEC2007,1231936241,1,220101400017,2,$22.20,$5.00,
5,99999999,9260114570,21DEC2007,23DEC2007,1231950921,2,230100500093,2,$265.60,$55.85,
5,99999999,9260114570,21DEC2007,23DEC2007,1231950921,2,230100600030,1,$86.30,$41.40,
111,99999999,1600102072,22DEC2007,24DEC2007,1231952752,2,220100100298,2,$105.80,$26.55,
70210,99999999,2600100015,22DEC2007,23DEC2007,1231953192,3,240200100052,2,$199.40,$51.40,
5,121037,9260114570,22DEC2007,22DEC2007,1231956902,1,220101400276,2,$136.80,$31.20,
19,99999999,3940106547,26DEC2007,30DEC2007,1231976710,3,240300100020,4,$56.40,$6.05,
19,99999999,3940106547,26DEC2007,30DEC2007,1231976710,3,240300100032,2,"$1,200.20",$300.00,
183,120158,1600100760,27DEC2007,27DEC2007,1231982684,1,240400300033,3,$107.10,$14.35,
195,120148,1600101663,28DEC2007,28DEC2007,1231986335,1,230100500008,1,$38.00,$16.80,
70046,99999999,2600100017,31DEC2007,01JAN2008,1232003930,3,240200100124,2,$49.00,$12.35,
5,99999999,9260114570,31DEC2007,04JAN2008,1232007693,2,240100400044,1,$353.60,$174.75,
5,99999999,9260114570,31DEC2007,04JAN2008,1232007693,2,240100400049,1,$421.20,$212.95,
45,121066,9260104847,31DEC2007,31DEC2007,1232007700,1,230100100045,2,$249.60,$53.60,
45,121066,9260104847,31DEC2007,31DEC2007,1232007700,1,230100200019,2,$398.20,$95.65,
45,121066,9260104847,31DEC2007,31DEC2007,1232007700,1,230100500056,1,$8.00,$3.50,
53,120143,1600103258,13JAN2008,13JAN2008,1232087464,1,230100600022,4,$336.40,$42.15,
49,121039,9260104510,13JAN2008,13JAN2008,1232092527,1,220100200004,1,$6.50,$2.60,
49,121039,9260104510,13JAN2008,13JAN2008,1232092527,1,220100900006,1,$88.40,$35.45,
49,121039,9260104510,13JAN2008,13JAN2008,1232092527,1,220101400150,1,$28.20,$12.90,
34,121040,9260111379,23JAN2008,23JAN2008,1232161564,1,220100100197,1,$101.30,$50.75,
2618,99999999,8010100125,25JAN2008,30JAN2008,1232173841,3,240100100581,1,$28.00,$11.55,
2618,99999999,8010100125,25JAN2008,30JAN2008,1232173841,3,240100400147,1,$248.30,$122.75,
89,99999999,9260116551,01FEB2008,04FEB2008,1232217725,2,230100100062,2,$283.40,$61.00,
195,120150,1600101663,05FEB2008,05FEB2008,1232240447,1,230100200059,2,$77.60,$16.65,
70046,99999999,2600100017,05FEB2008,06FEB2008,1232241009,3,240200200039,1,$22.20,$9.20,
171,120148,1600101555,15FEB2008,15FEB2008,1232307056,1,230100500081,2,$146.00,$30.35,
20,121039,9260118934,15FEB2008,15FEB2008,1232311932,1,220100300025,2,$206.00,$42.40,
23,99999999,9260126679,18FEB2008,22FEB2008,1232331499,2,230100100051,2,$369.80,$78.15,
13,99999999,3940105189,25FEB2008,28FEB2008,1232373481,2,220200100229,1,$165.50,$82.85,
4,99999999,9260106519,02MAR2008,03MAR2008,1232410925,3,240800200030,1,$47.70,$18.80,
4,121100,9260106519,09MAR2008,09MAR2008,1232455720,1,240600100017,1,$53.00,$23.25,
70201,99999999,2600100012,19MAR2008,24MAR2008,1232517885,3,240200100226,1,$183.90,$86.65,
4,99999999,9260106519,20MAR2008,21MAR2008,1232530384,3,240700200019,1,$16.90,$8.60,
49,121037,9260104510,20MAR2008,20MAR2008,1232530393,1,220100100125,1,$33.40,$16.80,
49,121037,9260104510,20MAR2008,20MAR2008,1232530393,1,220100100513,1,$63.90,$32.05,
49,121037,9260104510,20MAR2008,20MAR2008,1232530393,1,220100300019,1,$35.60,$16.70,
92,121068,9260117676,24MAR2008,24MAR2008,1232554759,1,230100600022,1,$84.10,$42.15,
195,120160,1600101663,30MAR2008,30MAR2008,1232590052,1,240400300013,1,$51.80,$21.60,
195,120160,1600101663,30MAR2008,30MAR2008,1232590052,1,240400300035,1,$19.10,$7.70,
89,99999999,9260116551,31MAR2008,03APR2008,1232601472,2,230100500094,2,$173.20,$34.10,
54655,99999999,2600100013,03APR2008,06APR2008,1232618023,2,240200100183,1,$95.70,$47.95,
49,121031,9260104510,07APR2008,15APR2008,1232648239,1,210201000126,1,$6.50,$2.30,
4,99999999,9260106519,08APR2008,09APR2008,1232654929,3,240500100017,4,$214.00,$23.75,
4,99999999,9260106519,08APR2008,09APR2008,1232654929,3,240500100029,1,$58.90,$26.10,
11171,99999999,2600100032,11APR2008,13APR2008,1232672914,3,240200100101,2,$38.80,$10.20,
11171,99999999,2600100032,11APR2008,13APR2008,1232672914,3,240200200011,2,$271.40,$13.00,
9,99999999,3940106659,15APR2008,20APR2008,1232698281,3,230100600035,1,$29.40,$14.15,
4,121041,9260106519,16APR2008,16APR2008,1232709099,1,220101400145,1,$16.70,$7.75,
34,121105,9260111379,16APR2008,16APR2008,1232709115,1,240700100001,3,$70.80,$12.30,
41,99999999,1600101527,19APR2008,23APR2008,1232723799,3,210200600112,1,$21.80,$9.25,
5,99999999,9260114570,19APR2008,23APR2008,1232728634,2,240100100403,1,$168.70,$76.55,
215,120151,1600102721,27APR2008,27APR2008,1232777080,1,230100500012,1,$73.90,$33.25,
215,120151,1600102721,27APR2008,27APR2008,1232777080,1,230100600023,1,$73.40,$36.80,
195,120143,1600101663,29APR2008,29APR2008,1232790793,1,230100200074,1,$50.10,$24.50,
45,99999999,9260104847,08MAY2008,12MAY2008,1232857157,2,230100600030,2,$172.60,$41.40,
908,99999999,9050100023,13MAY2008,17MAY2008,1232889267,2,230100200054,3,$407.40,$61.80,
34,121021,9260111379,14MAY2008,14MAY2008,1232897220,1,240100400129,3,$712.20,$111.00,
544,99999999,9050100008,20MAY2008,21MAY2008,1232936635,2,230100600030,2,$172.60,$41.40,
111,99999999,1600102072,22MAY2008,24MAY2008,1232946301,2,220101400061,2,$102.00,$23.30,
52,99999999,9260116235,23MAY2008,24MAY2008,1232956741,3,230100500008,2,$76.00,$16.80,
171,120145,1600101555,26MAY2008,26MAY2008,1232972274,1,230100200054,1,$135.80,$61.80,
171,120145,1600101555,26MAY2008,26MAY2008,1232972274,1,230100500056,1,$8.00,$3.50,
183,120122,1600100760,28MAY2008,28MAY2008,1232985693,1,240100100186,1,$273.00,$122.80,
4,121109,9260106519,29MAY2008,29MAY2008,1232998740,1,240700100011,3,$80.97,$10.23,
34,121025,9260111379,30MAY2008,30MAY2008,1233003688,1,240100100535,1,$28.60,$12.95,
14104,99999999,4750100001,06JUN2008,09JUN2008,1233049735,3,220101400216,2,$48.80,$11.20,
215,120148,1600102721,09JUN2008,09JUN2008,1233066745,1,230100600022,1,$84.10,$42.15,
49,121060,9260104510,10JUN2008,10JUN2008,1233078086,1,220200200071,2,$200.20,$43.50,
12,121054,9260103713,12JUN2008,12JUN2008,1233092596,1,240300100048,1,$15.50,$6.70,
45,121084,9260104847,18JUN2008,18JUN2008,1233131266,1,240400300039,2,$39.20,$7.90,
171,120121,1600101555,24JUN2008,24JUN2008,1233166411,1,240100100734,1,$10.10,$4.15,
70187,99999999,2600100035,24JUN2008,29JUN2008,1233167161,2,240200100095,2,$237.00,$52.55,
49,121109,9260104510,05JUL2008,05JUL2008,1233243603,1,240700200004,2,$8.40,$2.20,
19444,99999999,4750100001,06JUL2008,11JUL2008,1233248920,2,220100700042,2,$171.20,$36.35,
19444,99999999,4750100001,06JUL2008,11JUL2008,1233248920,2,220101400387,3,$37.80,$5.85,
75,121029,9260108068,09JUL2008,09JUL2008,1233270605,1,210200600085,2,$75.20,$17.00,
70059,99999999,2600100047,11JUL2008,15JUL2008,1233280857,3,220100100609,3,$173.70,$29.05,
5,121053,9260114570,16JUL2008,16JUL2008,1233315988,1,240300200018,1,$87.20,$39.70,
5,121053,9260114570,16JUL2008,16JUL2008,1233315988,1,240300300071,1,$138.00,$60.10,
13,99999999,3940105189,26JUL2008,29JUL2008,1233378724,2,240300100046,1,$14.10,$6.90,
34,121105,9260111379,10AUG2008,10AUG2008,1233482761,1,240700200021,2,$38.80,$10.35,
2550,99999999,8010100009,10AUG2008,15AUG2008,1233484749,3,240100400098,2,$503.60,$125.85,
2550,99999999,8010100009,10AUG2008,15AUG2008,1233484749,3,240100400136,3,$272.70,$45.40,
70201,99999999,2600100012,15AUG2008,20AUG2008,1233514453,3,240200200060,3,$553.50,$73.85,
215,120123,1600102721,18AUG2008,18AUG2008,1233531965,1,240100400112,1,$114.00,$54.80,
4,99999999,9260106519,19AUG2008,20AUG2008,1233543560,3,240500200083,3,$201.90,$28.00,
41,120134,1600101527,20AUG2008,20AUG2008,1233545775,1,240200100007,2,$49.40,$11.80,
41,120134,1600101527,20AUG2008,20AUG2008,1233545775,1,240200100020,1,$189.60,$100.60,
215,120150,1600102721,20AUG2008,20AUG2008,1233545781,1,230100500020,1,$6.20,$2.85,
89,99999999,9260116551,27AUG2008,30AUG2008,1233597637,2,240700400002,2,$67.20,$14.65,
215,120177,1600102721,31AUG2008,31AUG2008,1233618453,1,240700400020,1,$73.40,$38.25,
5,99999999,9260114570,09SEP2008,13SEP2008,1233682051,2,240100100676,1,$43.40,$18.65,
49,121053,9260104510,10SEP2008,10SEP2008,1233689304,1,240300300070,3,"$1,514.40",$229.65,
195,120148,1600101663,03OCT2008,03OCT2008,1233837302,1,230100500026,4,$990.00,$109.55,
195,120148,1600101663,03OCT2008,03OCT2008,1233837302,1,230100600036,3,$309.60,$50.40,
111,99999999,1600102072,12OCT2008,14OCT2008,1233895201,2,220100100371,1,$25.60,$12.90,
111,99999999,1600102072,12OCT2008,14OCT2008,1233895201,2,220101400238,2,$113.80,$25.95,
544,99999999,9050100008,14OCT2008,15OCT2008,1233913196,2,230100400012,1,$29.30,$11.75,
34,121030,9260111379,15OCT2008,15OCT2008,1233920786,1,210200400020,1,$38.00,$19.10,
34,121030,9260111379,15OCT2008,15OCT2008,1233920786,1,210200400070,1,$41.60,$20.90,
52,121135,9260116235,15OCT2008,15OCT2008,1233920795,1,240800200010,1,$120.40,$48.10,
52,121064,9260116235,15OCT2008,15OCT2008,1233920805,1,230100500056,1,$8.00,$3.50,
19873,99999999,4750100001,27OCT2008,03NOV2008,1233998114,2,220100100101,1,$59.70,$29.95,
19873,99999999,4750100001,27OCT2008,03NOV2008,1233998114,2,220100400022,1,$98.90,$47.70,
92,121039,9260117676,01NOV2008,01NOV2008,1234033037,1,220100700022,1,$53.70,$22.75,
75,121069,9260108068,10NOV2008,10NOV2008,1234092222,1,230100500023,1,$7.20,$3.10,
195,120123,1600101663,17NOV2008,17NOV2008,1234133789,1,240100400046,1,$328.30,$165.95,
53,120121,1600103258,25NOV2008,25NOV2008,1234186330,1,240100400095,1,$200.10,$97.75,
49,121035,9260104510,26NOV2008,26NOV2008,1234198497,1,210200100017,1,$39.00,$17.35,
54655,99999999,2600100013,02DEC2008,05DEC2008,1234235150,2,240200200060,2,$369.00,$73.85,
49,121042,9260104510,03DEC2008,03DEC2008,1234247283,1,220100400023,2,$187.20,$40.75,
17,121135,9260123306,04DEC2008,04DEC2008,1234255111,1,240800100039,3,$257.40,$39.90,
23,99999999,9260126679,08DEC2008,12DEC2008,1234279341,2,230100500092,1,$116.70,$48.60,
92,121109,9260117676,11DEC2008,11DEC2008,1234301319,1,240700200010,4,$105.60,$10.10,
70210,99999999,2600100015,15DEC2008,16DEC2008,1234323012,3,240200100098,2,$29.20,$6.75,
70210,99999999,2600100015,15DEC2008,16DEC2008,1234323012,3,240200100101,2,$39.00,$10.30,
70210,99999999,2600100015,15DEC2008,16DEC2008,1234323012,3,240200200035,2,$196.00,$39.30,
4,121069,9260106519,18DEC2008,18DEC2008,1234348668,1,230100100053,2,$92.60,$20.90,
17,121071,9260123306,20DEC2008,20DEC2008,1234360543,1,230100100033,2,$110.20,$25.40,
12,121069,9260103713,22DEC2008,22DEC2008,1234373539,1,230100100013,2,$226.20,$58.90,
111,120123,1600102072,29DEC2008,29DEC2008,1234414529,1,240100100654,2,$90.40,$18.15,
111,120123,1600102072,29DEC2008,29DEC2008,1234414529,1,240100400136,2,$181.80,$45.40,
17,121109,9260123306,29DEC2008,29DEC2008,1234419240,1,240700100013,5,$119.95,$9.75,
195,120150,1600101663,02JAN2009,02JAN2009,1234437760,1,230100600028,2,$193.40,$48.45,
36,99999999,9260128237,11JAN2009,14JAN2009,1234534069,3,240800100026,4,$525.20,$58.55,
183,120121,1600100760,12JAN2009,12JAN2009,1234537441,1,240100200001,1,$16.00,$6.35,
16,99999999,3940105865,12JAN2009,14JAN2009,1234538390,2,220200300015,1,$115.00,$52.40,
16,99999999,3940105865,17JAN2009,19JAN2009,1234588648,2,230100500101,1,$138.70,$62.50,
16,99999999,3940105865,17JAN2009,19JAN2009,1234588648,2,230100600024,1,$76.10,$38.15,
16,99999999,3940105865,24JAN2009,26JAN2009,1234659163,2,230100700008,1,$504.20,$245.80,
63,99999999,9260125492,24JAN2009,25JAN2009,1234665265,2,240100100063,2,$48.40,$9.75,
171,99999999,1600101555,29JAN2009,02FEB2009,1234709803,3,220100100304,2,$122.60,$30.75,
183,120179,1600100760,31JAN2009,31JAN2009,1234727966,1,240700400004,1,$13.20,$5.95,
70221,99999999,2600100019,16FEB2009,18FEB2009,1234891576,3,240200100226,1,$183.90,$86.65,
18,121021,9260112361,16FEB2009,16FEB2009,1234897732,1,240100100672,1,$197.90,$84.90,
24,99999999,9260115784,22FEB2009,27FEB2009,1234958242,2,230100500016,1,$11.90,$5.40,
16,99999999,3940105865,24FEB2009,26FEB2009,1234972570,2,230100200048,1,$68.70,$34.45,
11171,99999999,2600100032,15MAR2009,17MAR2009,1235176942,3,240200100021,1,$2.70,$1.20,
11171,99999999,2600100032,15MAR2009,17MAR2009,1235176942,3,240200100246,1,$16.20,$7.90,
215,120160,1600102721,21MAR2009,21MAR2009,1235236723,1,240400200094,1,$254.20,$115.60,
89,121043,9260116551,24MAR2009,24MAR2009,1235275513,1,220100100241,1,$29.70,$14.95,
111,120122,1600102072,28MAR2009,28MAR2009,1235306679,1,240100200014,1,$55.40,$22.80,
63,121109,9260125492,04APR2009,04APR2009,1235384426,1,240700100012,1,$21.99,$9.10,
16,99999999,3940105865,25APR2009,27APR2009,1235591214,2,240400200022,1,$93.40,$38.95,
16,99999999,3940105865,25APR2009,27APR2009,1235591214,2,240400200036,1,$55.50,$25.10,
16,99999999,3940105865,27APR2009,29APR2009,1235611754,2,240400300033,2,$71.40,$14.35,
16,99999999,3940105865,27APR2009,29APR2009,1235611754,2,240400300035,2,$38.20,$7.70,
16,99999999,3940105865,10MAY2009,12MAY2009,1235744141,2,230100500081,2,$146.00,$30.35,
16,99999999,3940105865,10MAY2009,12MAY2009,1235744141,2,230100700009,3,"$1,687.50",$287.10,
24,99999999,9260115784,18MAY2009,24MAY2009,1235830338,2,220200100202,1,$92.00,$46.10,
24,99999999,9260115784,18MAY2009,24MAY2009,1235830338,2,220200200073,1,$145.90,$66.35,
171,120127,1600101555,21MAY2009,21MAY2009,1235856852,1,220100100019,1,$27.70,$13.95,
171,120127,1600101555,21MAY2009,21MAY2009,1235856852,1,220101400152,1,$13.10,$5.90,
36,99999999,9260128237,23MAY2009,26MAY2009,1235881915,3,240700400004,2,$26.40,$5.95,
49,121040,9260104510,26MAY2009,26MAY2009,1235913793,1,220101200025,1,$26.70,$11.60,
79,99999999,9260101874,27MAY2009,03JUN2009,1235926178,3,210200200022,2,$36.00,$7.05,
12386,99999999,4750100001,31MAY2009,01JUN2009,1235963427,2,220100700024,3,$313.80,$49.80,
12386,99999999,4750100001,31MAY2009,01JUN2009,1235963427,2,220100900029,1,$31.40,$12.55,
183,120127,1600100760,06JUN2009,06JUN2009,1236017640,1,220101400092,1,$57.70,$25.70,
9,99999999,3940106659,07JUN2009,12JUN2009,1236028541,3,230100500056,2,$16.00,$3.50,
10,121136,9260129395,09JUN2009,09JUN2009,1236055696,1,240800100041,1,$292.50,$121.75,
908,99999999,9050100023,10JUN2009,14JUN2009,1236066649,2,230100300010,1,$46.70,$18.75,
36,99999999,9260128237,15JUN2009,18JUN2009,1236113431,3,230100200066,2,$25.80,$5.45,
26148,99999999,2600100010,17JUN2009,19JUN2009,1236128445,2,240200100053,2,$174.40,$44.95,
16,99999999,3940105865,17JUN2009,19JUN2009,1236128456,2,230100500006,2,$16.80,$3.45,
