Series 1	Series 2	Series 3	Series 4	Series 5	Series 6
-1.387826	-24.09832	17.38305	-1.684042	-16.22854	5.8617
-1.357724	-23.03176	16.66427	-0.08263202	-10.36681	5.3826
-0.5319896	-22.18891	16.61867	-1.296398	-4.984248	5.6033
-0.8058857	-20.939	17.01129	0.0680707	0.6190425	7.8071
-2.617893	-20.08907	17.73377	2.010774	8.426105	8.8498
-0.8057388	-22.44515	18.10387	0.3995632	17.27587	9.5629
0.5942403	-21.91558	20.90657	-0.3268175	26.8388	9.1368
0.1369821	-18.97331	22.65633	0.7994139	35.97556	6.9764
1.66304	-17.44676	23.97297	-1.426266	42.95198	4.7711
0.1958543	-16.8073	25.00941	-0.8800428	47.72311	4.2315
-0.2385244	-17.85439	26.12431	-0.2335982	51.95461	5.6217
0.9870673	-19.2239	27.9538	0.4216817	57.57627	6.6361
1.06698	-20.65886	30.06897	1.870967	64.21232	8.0367
0.5984515	-21.88921	32.08877	1.341467	72.24899	9.0102
0.773526	-21.80898	33.92423	-0.03071412	81.25917	7.8027
1.329476	-21.6634	34.5865	-1.743688	89.06188	7.6782
0.7135153	-21.92658	35.07866	-0.4405149	96.74013	7.5195
1.285164	-21.37512	35.39877	1.098616	104.2596	6.4693
1.865443	-22.10551	34.27858	-0.9414448	110.7289	6.4913
1.427667	-22.46046	32.86244	-2.382836	117.2202	6.9825
1.967083	-22.6608	34.44182	-2.099287	124.2027	7.2802
2.247752	-22.82424	35.89657	-1.030964	131.4829	8.839
2.508065	-24.69058	37.31066	3.485878	140.3219	8.5046
0.3673654	-26.4056	38.6601	0.1775117	148.8265	8.9515
1.080846	-28.03845	37.72806	-2.351612	157.778	9.7385
-0.02030981	-26.91787	37.10419	0.4081861	167.5165	10.9832
-0.5213452	-27.25121	37.06845	0.1909617	178.4997	10.2066
-0.6802147	-28.30695	38.41652	-0.05148702	188.7063	9.0774
-1.386162	-29.66102	38.74037	-1.461857	197.7837	9.1371
-1.208881	-31.30109	36.3841	-0.6085984	206.9208	9.1692
-0.3353945	-32.36136	33.13103	-0.3913601	216.09	8.6857
1.160412	-33.64052	31.15525	-0.04361388	224.7757	8.9193
-0.01674745	-34.42762	29.22022	0.8147446	233.695	9.9234
2.797852	-36.25767	27.60575	0.874976	243.6184	9.106
-0.2297202	-36.58333	28.57564	2.236984	252.7244	8.2154
-0.8460134	-38.3596	31.40982	3.875527	260.9398	6.5979
-0.8861543	-37.64939	34.59458	2.371827	267.5377	5.7706
1.036938	-37.3926	36.79242	-0.08875901	273.3083	6.1343
2.15271	-37.88451	37.18215	-0.1522285	279.4426	5.9692
0.9737348	-38.54082	36.7152	-0.2096922	285.4118	6.9933
-0.5249626	-38.13133	35.25569	-0.3689337	292.4051	10.0901
-0.02535143	-37.18241	32.65614	-0.3028009	302.4952	12.1493
-1.0482	-36.00348	32.06727	-2.321653	314.6445	12.6759
0.4130665	-34.94388	33.23945	-0.200669	327.3204	13.0111
-0.8167672	-34.29584	34.17646	-1.511749	340.3315	11.3943
-2.330982	-33.37384	34.92387	-3.609752	351.7258	10.9162
-0.3804329	-32.78533	36.0167	-3.097617	362.642	10.1387
-0.6918957	-33.35607	35.43234	-0.9618003	372.7807	9.0524
1.198483	-31.19504	33.4669	2.980265	381.8331	8.516
1.579382	-30.58144	32.27461	1.407092	390.3491	8.3302
-0.6222835	-30.71097	35.19999	-0.01793462	398.6793	8.5103
-0.7507317	-29.53469	37.90242	-2.249544	407.1896	8.9347
0.7939873	-30.96585	37.7052	-1.287505	416.1243	9.4776
-0.140975	-34.03111	38.53815	0.6052584	425.6019	9.696
-0.9368622	-35.35238	39.31572	0.6077159	435.2979	10.0758
-3.08842	-34.08931	38.4521	-0.7024869	445.3737	9.6363
-4.109215	-35.26107	38.41887	-2.709729	455.01	7.3155
-3.253806	-35.67993	37.72162	0.97607	462.3255	7.4265
-2.356664	-36.80411	37.33148	2.953671	469.752	7.2483
-0.7129231	-36.43553	38.16441	1.444669	477.0003	6.9708
-0.8746255	-34.82057	36.86771	1.859029	483.9711	6.7751
-2.188935	-33.81239	36.7322	0.557404	490.7462	6.9474
-3.049091	-32.87	38.2966	0.1447986	497.6936	7.2131
-0.2767466	-31.61656	38.00374	-0.362289	504.9067	8.8667
0.8948428	-29.91702	38.4049	-1.949767	513.7734	9.9201
0.4557204	-28.56624	37.8344	0.06649619	523.6935	9.3959
2.18505	-29.1575	37.08371	2.19311	533.0894	10.7775
2.926135	-29.56202	37.18386	0.3085965	543.8669	11.8195
2.198718	-31.66535	38.70205	-2.365461	555.6864	10.7482
-0.3321072	-32.0559	40.16734	-0.9989654	566.4346	10.5501
-0.4212849	-32.87114	41.19901	2.011566	576.9847	10.6511
-0.9742006	-32.61615	41.54472	0.88661	587.6358	10.3237
-0.6881274	-32.68766	40.64874	-0.3529645	597.9595	10.2385
-0.5593809	-31.50407	41.79728	2.197452	608.198	11.006
-0.4360028	-30.89194	42.91023	1.974605	619.204	11.09
0.3965364	-32.13082	42.25028	-0.6507238	630.294	11.3854
-1.04029	-33.11613	41.70904	-0.9178062	641.6794	12.0565
-0.6524066	-34.05301	40.94992	-0.5736895	653.7359	10.3911
-0.28883	-33.5372	41.31926	0.2167962	664.127	9.4111
-0.07654162	-31.82917	41.1353	-0.6807841	673.5381	8.6463
1.821322	-31.17535	39.6753	-2.414603	682.1844	6.8692
1.27545	-33.39278	38.38781	-1.098254	689.0536	7.5887
0.4716111	-33.79248	36.4392	-2.451259	696.6423	8.4118
2.53028	-32.19564	35.39722	-0.5437301	705.0541	7.8376
3.889513	-29.90712	36.73868	-0.9666485	712.8917	6.6862
3.539601	-27.18881	38.17555	-0.9975607	719.5779	6.9213
2.069394	-26.88302	38.8656	2.811322	726.4992	7.8677
2.212397	-25.15283	37.43349	0.3565365	734.3669	7.6011
1.735525	-22.81505	37.32549	-2.381173	741.968	8.3049
0.2101485	-22.22429	37.89948	-1.270763	750.2729	10.6946
0.2056739	-22.31881	37.58836	1.076443	760.9675	9.7183
0.5208037	-23.47645	37.74145	-0.7168663	770.6858	8.362
0.439852	-24.55203	40.69214	0.213331	779.0478	8.86
1.26723	-25.25621	42.70237	3.02073	787.9078	7.9093
1.42812	-25.32927	43.18816	1.956672	795.8171	4.5137
0.8358737	-24.90906	44.3573	-0.4064096	800.3308	2.3157
-0.02043716	-24.08731	44.06233	0.1334661	802.6465	2.2123
-0.8646416	-23.34134	42.84966	0.5169996	804.8588	1.0333
0.09872048	-22.44814	42.93242	0.2740693	805.8921	1.0099
0.2318255	-21.09854	43.14821	1.520085	806.902	2.0332
-0.771141	-19.05567	42.1778	1.91012	808.9352	1.0498
-0.6327863	-18.00631	40.36979	1.459831	809.985	1.1722
-1.506887	-17.48991	37.7312	-0.3452005	811.1572	0.3424
-0.0681386	-17.629	36.30659	-1.978506	811.4996	-0.5442
-0.4874808	-17.40151	36.37264	1.173818	810.9554	-2.3237
0.101141	-17.67691	37.76402	0.04121978	808.6317	-2.5159
0.5661285	-17.02759	40.66147	-1.445518	806.1158	-1.156
1.19316	-15.84407	42.24492	0.301084	804.9598	0.281
0.578168	-15.49722	41.53829	3.103385	805.2408	0.5413
-0.4833076	-15.50556	40.7455	3.003348	805.7821	-1.3061
-0.3903074	-15.65564	41.23367	-0.2506215	804.476	-2.0854
-0.9194282	-16.16249	42.15298	-1.284808	802.3906	0.336
-0.1494629	-15.3281	42.83385	-2.885711	802.7266	1.6485
0.7335367	-14.12162	44.61763	-1.74171	804.3751	2.9875
1.54148	-14.1432	46.85179	0.1496238	807.3626	3.2836
0.6099055	-13.24904	47.89637	0.5211225	810.6462	3.9956
-0.8667823	-13.54147	48.3418	2.327981	814.6418	3.9546
-1.456197	-13.10948	48.79675	1.661618	818.5964	4.5996
-0.237128	-13.92802	51.00055	-0.9291833	823.196	5.6024
0.4086057	-12.56735	53.60963	-0.9634223	828.7984	6.2415
-1.062335	-10.5726	54.35374	-1.757973	835.0399	6.0628
-1.10709	-9.240313	55.61866	-1.994574	841.1027	7.2057
0.1410161	-9.45806	55.1246	0.5429662	848.3084	8.8038
2.096251	-11.20906	55.42392	0.156717	857.1122	9.911
1.743267	-11.02528	57.0558	1.957841	867.0232	11.1407
0.687878	-12.54512	57.32131	4.218951	878.1639	10.2145
1.955593	-15.02078	55.73062	2.338737	888.3784	9.4188
1.464569	-15.31169	54.17188	0.4615763	897.7972	10.7341
0.7804588	-16.68701	53.37161	1.952466	908.5313	9.8727
0.4509931	-15.91287	53.70698	1.219336	918.404	7.5384
0.7603062	-17.18564	53.90646	-0.8777131	925.9424	7.7604
-1.038905	-15.97024	53.54957	0.07605297	933.7028	8.6887
-1.095851	-15.46089	54.92684	0.941441	942.3915	8.2965
-0.9300709	-13.96725	54.81018	1.136133	950.688	9.3628
-0.9948232	-14.54809	53.5343	2.832949	960.0508	11.1523
-0.6840047	-15.19353	53.90977	-0.01881839	971.2031	12.0456
-0.2970522	-18.00552	54.76303	2.396022	983.2487	11.2086
-0.0601381	-18.15217	54.17442	0.5058195	994.4573	9.5287
-1.079805	-18.75631	53.0042	0.4859004	1003.986	10.155
-0.4605759	-20.78559	53.25813	0.8081371	1014.141	11.504
-0.6780635	-22.59391	54.06018	-0.2960036	1025.645	11.907
-0.4576545	-23.34619	54.3349	-0.3667257	1037.552	13.722
-0.8669389	-22.5576	53.91567	2.482083	1051.274	14.955
-0.7968052	-21.80904	54.65413	1.311791	1066.229	14.604
-1.344132	-21.61112	55.26146	0.5501513	1080.833	14.972
-0.7117563	-20.88712	54.69313	-1.072967	1095.805	13.948
-0.4126404	-21.71	54.0063	-1.638974	1109.753	12.706
0.08148604	-23.46261	53.13768	1.299804	1122.459	11.278
-0.7777681	-24.1562	53.6649	-0.6165306	1133.737	10.798
-1.288617	-23.7025	54.31135	-1.618837	1144.535	10.88
-1.379694	-23.82813	55.19982	0.4400545	1155.415	11.859
-2.855005	-23.36601	55.42944	-1.212702	1167.274	12.463
-1.141886	-22.3303	54.17345	1.914724	1179.737	11.5
-0.7252178	-23.00083	54.03007	2.378288	1191.237	10.338
0.1671223	-21.47258	54.07298	-0.6406137	1201.575	11.265
-0.6756537	-21.1161	53.65794	-0.7030546	1212.84	13.339
0.8384967	-21.21643	51.56337	0.5170172	1226.179	13.469
0.179581	-21.52529	48.23908	-0.1982619	1239.648	13.132
0.3345916	-22.03731	46.78126	1.672561	1252.78	13.082
-1.468844	-20.93536	47.15702	-0.4658651	1265.862	12.777
-0.2312394	-21.09411	46.86278	-3.403059	1278.639	12.842
-0.8449554	-21.10507	47.53759	-0.007430155	1291.481	14.732
-0.5915829	-22.58547	49.26983	1.958621	1306.213	14.449
-0.6007474	-21.87022	49.06246	0.9891126	1320.662	13.369
-0.08055668	-21.58291	48.87958	0.0593356	1334.031	12.413
0.9702275	-20.40057	50.17211	0.5988793	1346.444	12.354
-1.252156	-21.1777	50.7808	0.005973194	1358.798	12.833
-0.3111549	-20.69423	51.25194	1.279954	1371.631	12.069
-1.252296	-22.51487	51.91372	0.1960699	1383.7	11.079
-0.9262718	-24.47747	52.29808	-0.6066725	1394.779	11.307
-1.772686	-25.22678	52.56181	-1.132339	1406.086	12.453
0.4328517	-25.66317	55.2298	-0.3266325	1418.539	13.551
-1.462126	-25.21249	57.38601	4.104972	1432.09	14.924
-2.746598	-25.77346	57.23652	1.59286	1447.014	15.114
-1.513769	-25.50785	57.22678	-1.597066	1462.128	13.993
-0.5518717	-25.24665	59.29556	-1.422342	1476.121	12.259
-1.477228	-24.74735	60.82101	0.3941226	1488.38	11.962
-0.2096975	-26.35472	61.47527	1.843417	1500.342	11.2
-0.4701449	-28.22528	61.34365	-0.3639438	1511.542	11.374
-0.1296215	-29.10071	60.07644	-1.48804	1522.916	11.84
0.3974792	-29.46369	60.9496	-0.3334092	1534.756	11.631
2.393698	-30.1274	62.93957	-1.729868	1546.387	10.812
3.222648	-31.89262	64.85506	-1.352742	1557.199	10.826
1.118008	-32.47976	65.82806	-1.815923	1568.025	10.248
1.591576	-32.7986	66.18609	-0.3556622	1578.273	7.522
1.552812	-31.0892	66.25322	1.264989	1585.795	5.486
0.1653132	-32.28742	66.03044	-0.2535884	1591.281	5.252
0.721748	-30.86056	66.66823	-0.2553961	1596.533	5.672
2.787393	-30.69348	68.02455	0.7326001	1602.205	4.518
1.101787	-29.78732	68.84789	1.02173	1606.723	3.623
-0.6417117	-28.7226	69.8589	-0.08581501	1610.346	3.812
-0.929305	-29.3024	68.86355	-1.47029	1614.158	2.67
-2.064427	-30.00579	67.64274	0.9930963	1616.828	2.832
-1.237136	-31.45414	66.96364	2.336752	1619.66	3.997
-0.7227787	-30.54708	66.48904	0.2982516	1623.657	3.659
0.1834059	-28.75154	66.75891	0.160709	1627.316	3.219
0.2663447	-27.69169	66.55464	2.790221	1630.535	2.71
-0.3744545	-27.89215	67.6918	2.191968	1633.245	4.864
-0.7075701	-27.50656	69.35466	-0.6262516	1638.109	5.175
0.2058477	-28.58798	71.31038	1.398179	1643.284	4.06
0.01248058	-29.71457	73.88296	-0.2930832	1647.344	3.368
-0.8816682	-26.38476	74.33811	-2.926371	1650.712	4.155
0.02640061	-24.77046	73.49473	-2.956996	1654.867	4.128
0.7463384	-25.16798	73.37583	-0.1711544	1658.995	3.698
-0.1349638	-26.08284	71.9073	2.06924	1662.693	3.458
0.6088595	-26.46841	72.04539	-0.8967316	1666.151	3.655
1.071432	-26.41521	73.09987	1.042997	1669.806	2.727
-0.2080388	-25.58773	73.79746	3.05413	1672.533	3.834
1.029744	-25.5161	73.11682	-0.3435413	1676.367	4.345
0.2379485	-27.37323	72.7356	-2.219249	1680.712	6.698
-1.279938	-27.65578	73.34323	-0.7756302	1687.41	7.38
-0.3562775	-26.44052	74.3467	0.1979569	1694.79	5.998
0.5333429	-27.86409	74.76898	1.807294	1700.788	6.355
-0.07997292	-26.11189	74.74195	-0.1896322	1707.143	4.741
0.5599668	-23.91721	74.47747	-1.770059	1711.884	3.275
-1.385094	-22.55289	74.33572	2.592814	1715.159	4.217
-2.112708	-22.69904	74.49303	0.2797286	1719.376	5.619
-1.472685	-21.47359	72.81103	-1.243621	1724.995	6.131
-1.348338	-20.38346	71.95707	-4.442524	1731.126	5.32
0.1324333	-19.84564	72.65721	-4.541826	1736.446	4.774
0.5359628	-19.59286	71.4884	0.6529565	1741.22	4.651
0.1851305	-20.90331	70.8993	0.4029056	1745.871	4.769
-0.4852796	-20.70905	71.46157	-0.2395339	1750.64	6.483
0.09823412	-20.6387	69.30268	2.734651	1757.123	6.484
-0.7166036	-19.52559	67.39345	4.112268	1763.607	4.593
0.1490713	-18.64056	68.4061	1.552115	1768.2	4.769
-1.825812	-19.8723	69.14528	-0.6168003	1772.969	4.653
-1.585473	-20.6777	68.4523	1.359597	1777.622	2.458
-0.3798324	-21.49851	67.75789	0.4604687	1780.08	1.482
-0.595464	-23.33729	67.71498	0.5004197	1781.562	1.811
-0.5464471	-23.83226	67.03363	-0.577446	1783.373	2.385
-0.3366815	-23.02715	67.43365	-2.023398	1785.758	1.873
-0.02849438	-21.10231	68.74212	-0.2701671	1787.631	1.29
0.7818608	-20.54355	69.25031	2.415684	1788.921	1.42
1.397762	-20.32583	69.85382	1.347114	1790.341	1.231
1.25062	-20.01767	68.17545	-2.390987	1791.572	0.341
0.918406	-18.68623	67.93173	-1.688368	1791.913	0.296
1.002681	-15.50662	69.65567	-0.03447707	1792.209	0.509
1.166091	-15.02409	69.8225	0.755455	1792.718	-0.098
0.9806585	-15.0362	70.2203	1.702006	1792.62	0.341
0.1757679	-15.42912	70.11818	1.955869	1792.961	2.475
1.158917	-14.27419	70.48288	1.402874	1795.436	4.93
1.678298	-13.80532	69.56682	0.6853512	1800.366	7.287
-0.01749886	-15.80062	68.20952	-0.03786039	1807.653	8.692
0.03582814	-16.84932	68.59843	0.1010195	1816.345	9.524
0.3419987	-17.24003	70.27092	-0.5448484	1825.869	10.522
0.1735407	-18.23631	71.9495	-0.9263323	1836.391	10.765
-2.71782	-17.63542	71.90755	-0.3308352	1847.156	12.073
-1.952646	-17.60512	72.11312	-3.551835	1859.229	14.126
-1.699635	-17.19642	71.83469	-2.425756	1873.355	14.324
-0.4754427	-18.69461	70.6498	2.246508	1887.679	14.473
-0.9144292	-20.12281	72.08178	0.4358676	1902.152	14.579
-2.136483	-20.1934	74.07604	-0.5631174	1916.731	13.096
-2.880888	-18.95389	76.29616	-0.06213458	1929.827	12.381
-2.552474	-18.62569	78.14109	-2.497518	1942.208	13.126
-2.064568	-18.62035	77.47402	0.6781383	1955.334	14.371
-0.4344366	-18.33462	77.21478	1.852763	1969.705	16.977
-0.5668765	-20.02603	77.03723	0.3360259	1986.682	18.654
-0.6172102	-21.0451	77.92569	-0.9572462	2005.336	18.539
-0.2424579	-20.53513	79.23994	-2.703407	2023.875	18.952
0.8734713	-20.09193	78.52263	-0.224256	2042.827	19.32
-0.2735296	-20.76252	78.34125	1.465958	2062.147	18.01
1.710882	-22.22167	79.22828	4.093308	2080.157	17.309
-0.0950638	-24.27066	79.5958	3.774712	2097.466	18.197
2.9596	-23.7807	76.8688	2.2189	2115.663	16.797
2.080532	-23.73537	74.0525	2.252835	2132.46	14.221
2.503963	-24.14833	73.09865	-0.4872693	2146.681	13.73
0.8130331	-23.765	70.95452	-1.937741	2160.411	13.505
0.5734936	-24.72386	70.97383	1.783612	2173.916	11.478
1.227495	-23.91391	71.1191	0.8331145	2185.394	9.909
0.6775439	-22.67894	68.10658	1.156175	2195.303	9.79
-0.6266433	-20.79822	65.38753	2.99915	2205.093	9.15
0.7765366	-19.48766	65.15625	-0.1006927	2214.243	8.528
1.324252	-20.3116	65.78459	-1.518514	2222.771	7.468
2.140581	-21.09538	65.4861	1.333347	2230.239	7.168
0.989816	-21.95864	63.72506	1.557629	2237.407	6.843
2.01123	-21.0876	63.7883	2.257652	2244.25	6.218
1.370827	-20.51926	64.54394	3.814378	2250.468	5.694
1.205653	-21.37225	63.80435	-2.649666	2256.162	4.79
0.6136528	-21.77542	63.03597	-0.2370884	2260.952	5.59
1.853306	-23.37709	63.15683	1.375015	2266.542	7.118
0.6852706	-25.82356	62.12403	0.06967424	2273.66	7.896
1.313767	-26.37821	58.95343	-2.146642	2281.556	7.858
0.5902491	-27.70754	58.71697	-2.031126	2289.414	6.274
-0.1511788	-29.12609	61.97907	-0.7908978	2295.688	4.676
1.337585	-30.26036	62.74497	0.8235667	2300.364	4.554
2.00589	-30.93864	61.46962	1.61555	2304.918	5.563
1.890168	-31.42917	62.28499	1.282119	2310.481	6.262
-0.535016	-32.05829	62.50874	1.8208	2316.743	5.295
0.5867948	-31.22268	63.8115	0.3640346	2322.038	5.386
0.3370444	-29.82085	66.87953	-1.324487	2327.424	4.946
1.717769	-30.19295	67.03683	1.234067	2332.37	5.299
1.617186	-29.71423	64.62892	2.784781	2337.669	6.432
0.5815395	-29.59663	65.21847	-0.9237626	2344.101	6.465
-0.06658538	-30.19242	67.13098	-4.162019	2350.566	6.628
2.166725	-30.50842	68.35761	-2.671618	2357.194	5.577
2.549943	-29.59987	68.3219	-0.387163	2362.771	5.078
1.774975	-28.93551	68.11774	-0.0796352	2367.849	5.68
1.247392	-29.83677	67.91961	1.367691	2373.529	4.242
0.2350814	-30.05813	68.73701	1.510739	2377.771	1.837
-0.3123178	-29.31665	70.82495	-1.590956	2379.608	0.79
-1.410458	-28.25803	71.98619	0.6849733	2380.398	0.005
-2.562418	-26.31624	72.3087	1.731546	2380.403	0.228
-0.5785874	-26.19277	72.89533	-2.142801	2380.631	0.854
-1.30874	-26.94631	73.73715	-2.057087	2381.485	0.8
-1.075224	-27.08533	75.12637	3.564925	2382.285	0.654
-1.113446	-26.49657	75.98815	3.073173	2382.939	0.752
-1.400329	-27.42178	77.47808	-0.9926041	2383.691	-1.284
-2.745977	-27.34105	78.88277	-0.590541	2382.407	0.143
-1.117868	-28.41608	77.74562	0.01609883	2382.55	2.922
-1.399975	-29.38068	76.36083	0.682616	2385.472	3.304
-1.007218	-29.08383	75.1553	1.211469	2388.776	1.96
0.2041585	-28.69486	72.93617	-1.205151	2390.736	1.895
-0.3537613	-28.33618	70.85487	-0.1312444	2392.631	3.688
0.4928078	-28.44037	68.63031	1.900019	2396.319	5.068
-0.04713173	-28.06567	67.00313	0.4063216	2401.387	4.356
-0.2527111	-28.38172	65.79336	1.267554	2405.743	4.367
0.5947976	-28.93894	65.09153	-1.537268	2410.11	4.227
2.28571	-27.14535	63.9826	-3.294326	2414.337	2.238
0.6629755	-26.61078	62.57496	-0.9017354	2416.575	0.142
1.500106	-26.11889	62.30237	1.805581	2416.717	-0.575
0.9919418	-26.36548	62.0362	1.0195	2416.142	-0.669
-0.9433534	-26.4646	63.8277	-0.6875786	2415.473	-1.182
0.01786151	-26.40343	65.38058	1.043212	2414.291	-2.102
-1.41514	-24.81223	63.65916	1.467908	2412.189	-1.695
-0.3813938	-24.19963	62.07287	0.3697305	2410.494	-1.757
-0.709158	-24.87124	62.85188	-0.3417372	2408.737	-2.64
-0.6162723	-25.33183	65.34731	0.3999776	2406.097	-3.62
0.007754837	-25.79603	66.80465	-0.9881674	2402.477	-3.693
2.304828	-26.66164	68.19377	0.1570706	2398.784	-2.008
1.302409	-25.83987	69.24885	-1.002481	2396.776	-2.046
1.964699	-23.35093	69.38141	-0.5816504	2394.73	-1.721
0.9490513	-22.27827	68.57629	1.378988	2393.009	-0.758
1.016438	-21.32901	66.60092	-2.431464	2392.251	-0.289
1.278809	-22.21554	66.53665	-3.982941	2391.962	0.26
0.6329729	-22.96072	68.41417	-0.06332613	2392.222	0.027
-0.2614204	-21.87452	69.8133	1.534648	2392.249	-0.819
0.7793691	-21.62833	70.34854	0.5278715	2391.43	-0.818
