Series 1,Series 2,Series 3,Series 4,Series 5,Series 6
,,,,65.09153,-28.93894
,,,,63.9826,-27.14535
,,,,62.57496,-26.61078
,,,,62.30237,-26.11889
,,,,62.0362,-26.36548
,,,,63.8277,-26.4646
,,,,65.38058,-26.40343
,,,,63.65916,-24.81223
,,,,62.07287,-24.19963
,,,,62.85188,-24.87124
,,,,65.34731,-25.33183
,,,,66.80465,-25.79603
,,,,68.19377,-26.66164
,,,,69.24885,-25.83987
,,,,69.38141,-23.35093
,,,,68.57629,-22.27827
,,,,66.60092,-21.32901
,,,,66.53665,-22.21554
,,,,68.41417,-22.96072
,,,,69.8133,-21.87452
,,,,70.34854,-21.62833
